Als die Polizei am Tatort einen Kassettenrekorder einschaltete, war klar, dass ein Mann ermordet worden war.;Der Mann hielt einen Revolver in der Hand und auf den ersten Blick sah alles nach Selbstmord aus. Als aber die Polizei den Kassettenrekorder einschaltete und einen Abschiedsgruß von einem Schuss gefolgt hörte, war klar, dass jemand die Kassettte an die entsprechende Stelle zurückgespulte haben musste - also war es kein Selbstmord.;Der Kassettenrekorder;2
Eine Frau drückte auf einen Knopf. Daraufhin kam jemand grausam ums Leben.;Während einer Zirkusvorführung bat der Schwertschlucker eine Frau aus dem Publikum, den Regenschirm, den er gleich verschlucken würde, wieder aus seinem Hals herrauszuziehen. Mit dieser neuen Nummer wollte der Schwertschlucker berühmt werden. Bei dem Versuch den Regenschirm herrauszuziehen, drückte die Frau jedoch aus Versehen den Knopf, der den Regenschirm öffnete. Der Schwertschlucker erstickte grausam.;Tod auf Knopfdruck;2
Ein Klingeln wurde einem Mann zum Verhängnis.;Der Mann, ein Polizist, war mit einer Sondereinheit unterwegs, um ein illegales waffenlager zu stürmen. Als während des Einsatztes plötzlich sein handy klingelte, war das Überraschungsmoment nicht mehr auf seiner Seite. Das Handy-Klingeln machte den Polizisten zu einem einfachen Ziel.;Das Verängnis;2
Als ihn eine Hand berührte, erschrak ein Mann so sehr, dass er ein Herzinfarkt bekam.;Der Mann hatte viele Jahre als Leichenwagenfahrergearbeitet. Weil die Firma, in der er arbeitete, pleite ging, fing er an, als Taxifahrer sein Geld zu verdienen. Als ihm sein erster Fahrgast, der die ganze Fahrt über geschwiegen hatte, plötzlich die Hand auf die Schulter legte und ih bat anzuhalten, blieb dem Fahrer vor Schreck das Herz stehen.;Der Herzinfarkt;2
Als ein Mann seinen blutendenFinger kurz ins Wasser hielt, war von der Schnittwunde nichts mehr zu sehen.;Der Mann hatte sich im Urwald an einer ihm unbekannten Pflanze geschnitten. Als er den blutenden Finger zur Kühlung in einen nahen Fluss hielt, fraßen die darin lebenden Piranhas das ganze Fleisch von den Knochen - von dem ursprünglichen Schnitt war nichts mehr zu sehen.;Heilsames Wasser;2
Wegen eines zu hohen Cholesterinspiegels wurde ein grausamer Mord aufgeklärt.;Eine Frau tötete ihren Mann, weil er sie mit einer anderen Frau betrogen hatte. Um den Mord zu vertuschen, verfütterte die Frau ihn an die Piranhas, die ihr Mann in einem Aquarium hielt. Weil ein Nachbar einen Verdacht äußerte, untersuchte die Polizei schließlich die Fische. Der zu hohe Cholesterinspiegell, der den Mann schon lange plagte und bei den Fischen nachgewiesen wurde, überführte die Frau.;Cholesterin;2
Eine Frau starb bei bester Gesundheit.;Bei einer Routine-Untersuchung im Krankenhaus wurde bei der Frau HIV diagnostiziert. Um nicht leiden zu müssen beauftragte sie einen Killer, sie möglichst schnell zu töten. Beim nächsten Untersuchstermin erfuhr sie dann aber, dass ihre Blutprobe verwechselte worden war. Sie war völlig Gesund. Zu spät, denn der Killer wartete bereits vor dem Krankenhaus und erfüllte seinen Auftrag.;Gesundheit;2
Als eine Frau eine Tür öffnete, wusste sie sofort, wer ihren Mann getötet hatte.;Mitte des 18. Jahrhunderts gab es in jeder Stadt einen Henker. Als die Frau, die zu dieser Zeit lebte, zum ersten Mal bei ihrer neuen Bekanntschaft zu Hause war, entdeckte sie hinter einer Schranktür dessen Henkerkaputze. Genau diese Kaputze hatte auch der Henker getragen, der im Jahr zuvor ihren Mann hingerichtet hatte.;Die Tür;2
Ein Mann war fassungslos, die Pickel waren schlimmer als er dachte.;Ein Mann hatte in Afrika Urlaub gemacht und war dort mehrmals gestochen worden. Zu Hause entwickelten sich an den Einstichen riesige Pickel, die er mit allerlei Cremes behandelte. Als er eines Morgens vor dem Spiegel stand und an ihnen herumdrückte, entschlüpften den Pickeln kleine Maden.;Pickel;2
Eva kam nur knapp mit einem blauen Auge und einem herausgeschlagenen Zahn davon, weil sie sich mit ihrem Mann versöhnte hatte.;Wegen eines heftigen Streits mit ihrem Mann bestand Eva darauf, das startklare Flugzeug sofort zu verlassen. Es dauerte eine Weile, bis das Bodenpersonal ihr Gepäck fand und es ihr aushändigte. Durch diese Verzögerung verspätete sich deer Abflug der Maschine so sehr, dass die Piloten für den Tag keine Starterlaubnis mehr erhilten. Da alle umliegenden Hotels ausgebucht waren, mussten die Passagiere in der Flughalle nächtigen. Als diese am nächsten Tag dann gerade auf dem Weg zum Flugzeug waren, tauchte Eva auf und bestand darauf, nun doch mitzufliegen. Sie hatte sich mit ihrem Mann versöhnt. Da strürzten sich die wütenden Passagiere auf Eva.;Versöhnung;2
David mustte sterben, weil er klüger wurde.;David wurde in Virginia(USA) wegen Mordes zum Tode verurteilt. Zunächst konnte er nicht hingerichtet werden, da sein IQ nur 59 betrug. Im Laufe seiner langjährigen Haftstrafe stieg sein IQ allerdings auf über 70 und das Urteil wurde vollstreckt. Die Psychologen führten das auf Davids Kontakt zu seinen Rechtsanwälten zurück.;Tödlich klug;2
Anja ging schwimmen, höhrte ein Geräusch und ertrank.;Anja war eine blinde Schwimmerin, die jeden Abend in einem großen See zwanzig Minuten lang schwamm. Um wieder zurück zu finden, stellte sie einen Wecker an Land auf, der ihr nach zehn Minuten den Weg zum Ufer wies. Eines Abends fuhr in einiger Entfernung ein Boot vorbei. An Bord hatte jemand den gleichen Wecker, den Anja zur Orientierung benutzte. Als er klingelte, folgte sie dem Schiff, schwamm immer weiter hinaus, hatte schon bald keine Kraft mehr und ertrank schließlich.;Die Schwimmerin;2
Als eine Frau nach einer Panne bei einem Bauern für eine Nacht Unterschlupf suchte, wäre es beinahe um sie geschehen gewesen.;Die Frau, eine Schwarze, suchte für eine Nacht Unterschlupf, da sie auf einem endlosen Highway in den USA eine Panne mit ihrem Auto hatte und an diesem Abend sicher nicht mehr weiter kam. Als sie zu Bett gehen wollte, öffnete sich zufällig eine Schranktür. Die Frau erschrak furchtbar, denn dort hing eine weiße Ku-Klux-Klan-Kutte. Die Frau flüchtete sofort durch das Fenster.;Die Panne;2
Das Publikum klaschte, obwohl ein Mann sterben mustte.;Der Mann, ein Gittarist, starb während seines Gitarrensolos. Durch die Saiten seiner Gitarre floss plötzlich tödlicher Strom. Das Publikum hielt seine Zuckungen für eine abgefahrene Show und klaschte zunächst.;Beifall;2
Weil ein mann morgens seinen chef anrief, um ihn etwas mitzuteieln, wurde er entlassen.;Der Mann war Nachtwächter. Er hatte geträumt, dass sein Chef am Morgen bei einem Autounfall ums Leben kommen würde. Sein Chef fuhr daraufhin mit dem Fahrrad und schickte seinen chauffeur mit dem Auto voraus. Es kam tatsächlich zu einem Autounfall, bei dem der Chauffeur ums Leben kam. Der Chef feuerte daraufhin den Nachtwächter, da dieser nachts geschlafen hatte.;Der grausame Chef;2
Ein älterer Herr bezahlte einen Kleinwagen, den er gar nicht kaufen wollte.;Der ältere, gut situierte Herr hatte versucht, seinen dicken Mercedes einzupacken, als ein junger Mann in einem Kleinwagen ihm den Parkplatz vor der Nase wegschnappte. Der junge Mann kommentierte: Jung und schnell muss man sein.  Der ältere Herr überlegte nicht lange, legte den Rückwärtsgang ein und fuhr mehrfach in den Kleinwagen, bis dieser schrottreif war. Dies kommentierte er mit: Reich muss man sein. und bezahlte dem jungen Mann den angericheteten Schaden in bar auf die Hand.;Paradox;2
Eine Frau fand 500 Euro in einem Buch und brachte sich aus Verzweiflung um.;Die Frau, eine Schriftstellerin, hatte ein Jahr zuvor ihr erstes Buch veröffentlicht und stiftete es der Stadtbibliothek. Sie legte dem ersten Leser 500 Euro Erstleserprämie hinein. Ein Jahr später nahm sie das Buch aus dem Regal und fand ihr Geld darin. Ihr wurde klar, dass sich niemand für ihr Buch interessiert hatte, und sie nahm aus Verzweiflung darüber eine Überdosis Schlaftabletten.;Viel Geld;2
Eine Frau kam ums Leben, weil sie nachts zum telefonhörer greifen wollte.;Die Frau lag völlig betrunken in ihrem Bett, als sie zu später Stunde einen Anruf erhielt. Bei dem Versuch den Telefonhörer abzuheben, griff sie aus Versehen nach dem Revolver, der direkt neben dem Telefon auf dem Tisch lag. Ein Schuss löste sich und traf sie tödlich.;Der Telefonhörer;2
Ein Mann nahm eine Abkürzung und starb.;Der betrunkene Mann wollte seinen Heimweg über den Friedhof abkürzen. Im Regen übersah er ein frisch ausgehobenes Grab und fiel hinein. Plözlich hörte er eine Stimme: Hier kommst du nicht mehr lebendig raus! Vor Schreck bekam er einen Herzschlag. Kurz zuvor war schon ein Mann in das selbe tiefe Grab gefallen, der ebenfalls vergeblich versucht hatte, sich zu befreien.;Die Abkürzung;2
Eine Frau ging in ein Kaufhaus. Kurze Zeit später wurde ihre Wohnung komplett ausgeräumt.;Die Frau war insgesamt zweimal in diesem Tag im Kaufhaus. Beim ersten Besuch musste sie während ihres Einkaufs auf die Toilette. Nachdem sie sich gerade ausgezogen hatte, stahl man ihr die Handtasche durch den Spalt unter der Toilettentür. Zurück in ihrer Wohnung bekam sie einen Anruf aus dem Kaufhuas, ihre Tasche wäre mitsamt Inhalt gefunden worden. Leider stimmte das nicht, denn als sie im Kaufhaus nachfragte, wusste man von nichts. Wieder zu Hause angekommen, stellte sie fest, dass ihre Wohnung komplett ausgeräumt war - ganze Arbeit!;Das Kaufhaus;2
Weil ein Mann kaute, wurde eine ältere Dame bestraft.;Der dunkelhäutige Mann nahm in der Straßenbahn gegenüber der älteren Dame Platz. Diese beschimpfte ihn während der ganzen Fahrt lautstark als stinkenden Ausländer. Der Mann blieb völlig ruhig. Kurz bevor ein Kontrolleur zu der älteren Dame kam, entriss der dunkelhäutige Mann ihr den Fahrschein, steckte ihn in den Mund, kaute und verschluckte ihn. Da keiner der anderen Mitfahrer ihre absurde Geschichte bestätigen wollte, musste sie 60 Euro wegen Schwarzfahrens bezahlen.;Die ältere Dame;2
Als eine Frau mit einem Fahrstuhl nach oben fahren wollte, wusste sie, dass ihr Mann tot war.;Da im Krankenhaus nichts mehr für den Mann getan werden konnte, wurde er nach Hause verlegt und dort von einer Lungenmaschine beatmet. Als seine Frau mittags heimkam und der Fahrstuhl streikte, ahnte sie, dass der Strom ausgefallen sein musste. Aer auch eine Lungenmaschine funktioniert nicht ohne Strom.;Der Fahrstuhl;2
Eine Frau versuchte ihren Mann ins Meer zu stürzen, doch der Versuch misslang.;Er war der Wunsch des Mannes, dass seine Frau nach seinem Tod seine Asche dem Meer übergibt. Als die Frau die Urne auskippte, kam eine Böe und blies die Überreste des Mannes auf das Boot.;Das Meer;3
Aus einer Lichtung im Wald lagen fünfzehn tote Männer.;Die Männer feierten ein Fest. Dabei tranken sie so viel Bier, dass sie tief und fest schliefen, als sich ihr Lagerfeuer schnell ausbreitete.;Die Lichtung;3
Eine Frau lag tot auf dem Boden. Ihre Kleider waren zerrissen, neben ihr lag ein Stock.;Die Frau war Jockey und war kurz nach dem Start aus dem Sattel ihres Pferdes gefallen. Da sie zu diesem Zeitpunkt in Führung lag, wurde sie von den Verfolgern zu Tode getrampelt. Ihre Reitpeitsche lag neben ihr.;Zerrissene Kleider;3
Das Fenster satnd offen und einige betrunkene Leute schauen auf eine Leiche, während im Hintergrund Musik zu hören ist.;Die Leiche war der Anführer einer Polonese gewesen. Nachdem die Gesellschaft schon einiges intus hatte, wollte er sich einen Spaß erlauben und sie durch Fenster auf die anliegende Garage führen. Leider verwechselte er aufgrund seines Alkoholkonsums das Fenster und stürzte vier Stockwerke in die Tiefe.;Das Fenster;3
Zwei Männer stiegen in ein Schlauchboot. Nach kurzer Fahrt war ihr Boot zerfetzt und beide starben.;Die beiden Männer waren Wilderer und wollten mehrere Hirschgeweihe über einen schnell fließenden Fluss aus dem Nationalpark schaffen. Durch die heftigen Bewegungen an der ersten Stromschnelle schlitzten die Geweihe das Schlauchboot auf. Die beiden völlig überraschten Männer ertranken in den reißenden Fluten.;Gefährliches Rafting;3
Sibylle musste mit ihrem Leben dafür bezahlen, dass sie ihrem Mann half.;Mitten in der Nacht bemerkte Sibylle, dass ein Fuchs im Garten ihres Hauses herumstöberte. Sie bat ihren Mann, der einen Jagdschein und eine Flinte besaß, den Fuchs zu erlegen. Dazu trieb sie desen in eine Ecke des Grundstücks. Als ihr Mann schließlich schoss, traf er nicht den Fuchs, sondern seine Frau.;Tödliche Hilfe;3
Weil ein Mann einem anderen um Feuer bat, starb eine Frau.;Auf dem Weg zu einer Übung mit scharfer Munition fuhr ein Panzer durch ein kleines Dorf. Der Richtschütze war auf dem langen Weg dorthin eingeschlafen. Als der Kommandant eine Zigarette rauchen wollte, rüttelte er den Richtschützen wach und brüllte: FEUER bitte! Daraufhin feuerte der Richtschütze eine Salve ab und traf eine Frau, die sich gerade in Schussweite befand.;Das Feuer;3
Mario bekam einen begehrten Preis dafür, dass er viele Menschen sterben ließ.;Mario war Autor und schrieb Kriminalromane. In seinem ersten Werk ließ er seinen Protagonisten über 100 Morde begehen, bevor das Verbrechen aufgedeckt wurde. Dafür bekam er einen begehrten Buchpreis.;Der Tod;3
Ein Mann tötete seine Frau, ging ins Haus und tötete auch sich.;Das Ehepaar besuchte anlässlich des 50. Geburtstags des Mannes gemeinsam ein Restaurant. Während des Essens herrschte eisige Stille zwischen den beiden, woraufhin der Mann beschloss, seine Frau noch an diesem Tag zu töten. Auf der Fahrt nach Hause erschoss er sie. Als er sie ins Haus trug und einige Freunde, die seine Frau heimlich eingeladen hatte, ihn überraschten, drehte er sofort um und erschoss sich ebenfalls.;Selbstmord;3
Auf der Beerdigung würdigte Andreas den Mut seines Bruders.;Andreas spielte mit seinem Bruder Hasenfuß. Dazu nahmen die beiden zwei große Feuerwerkskörper und steckten sie sich in den Mund. Derjenige von ihnen, der den Feuerwerkskörper als Erstes ausspuckte, war der Hasenfuß. Andreas Bruder war mutig, der Feuerwerkskörper explodierte, bevor er ihn ausspuckte.;Mutige;3
Der Apotheker durchkreuzte den Plan der Frau mit einer Lüge.;Als der Apotheker Verdacht schöpfte, dass die Frau bei ihm Gift kaufte, um ihren Mann zu töten, bot er ihr eine Tasse Kaffe an. Nachdem sie ihn getrunken hatte, gab der Apotheker vor, dass der Kaffe vergiftet sie und dass er ihr das Gegengift nur geben würde, wenn sie ihm schriftlich bestätigte, dass sie plane, ihren Mann zu töten. In diesem Fall würde er ihr Geständnis der Polizei übergeben.;Der Apotheker;3
Raöf wurde von einem Unbekannten in bester Absicht ein Arm gebrochen.;Während einer Wanderung spürte Ralf plötzlich einen Stein im Schuh. Um ihn loszuwerden, stürzte er sich an einem Pfahl eines elektrischen Weidezauns ab und schüttelte heftig sein Bein. Der unbekannte Wanderer, der Ralf von weitem sah, glaubte, dass Ralf am elektrischen Zaun hing und eilte schnell zu Hilfe. Mit einem dícken Ast schlug er auf Ralfs Arm - bis dieser den Pfahl losließ.;Beste Absichten;3
Eine Frau erschoss ihren Geliebten, doch als er tot umfiel, war sie vollkommen bestürtzt.;Die Frau war Schauspielerin und erschoss <<ihren Geliebten>>, wie schon tausendmal in dieser Szene. Der eifersüchtige Requisiteur, der Mann der Schauspielerin, hatte die Pistole statt mit Platzpatronen mit echter Munition geladen. Er war hinter das Vehältnis der beiden gekommen.;Der Schuss;3
Ein Mann war mit seinem Wagen unterwegs zu einem Geschäftsessen. Nachdem er fünf Minuten Radio gehört hatte, beschloss er, seine Frau zu erschießen.;Der Mann schaltete das Autoradio ein und hörte eine Sendung, bei der zufällig Leute angerufen wurden und einen großen Preis gewinnen konnten. Die Telefonnummer, die vom Sender gerade angewählt worden war, war seine eigen. Er erwartete, die Stimme seiner Frau zu hören. Als sich ein Mann meldete, wurde er rasend vor Wut.;Das Geschäftessen;3
